,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),DielectricConstant Value (),DielectricConstant Uncertainty (),Density Value (g / ml),Density Uncertainty (g / ml),ExcessMolarVolume Value (cm ** 3 / mol),ExcessMolarVolume Uncertainty (cm ** 3 / mol),Source,match
9107,-6288531111012776408,308.15,101.0,Liquid,2,Cc1ccc(O)cc1,Solvent,0.1999,,OCCO,Solvent,0.8001,,,,,,,,,,1.0774500000000002,0.000215,,,10.1021/je050376y,tyr
9108,-6811880835396260653,308.15,101.0,Liquid,2,Cc1ccc(O)cc1,Solvent,0.4998,,OCCO,Solvent,0.5002,,,,,,,,,,1.0506600000000004,0.000215,,,10.1021/je050376y,tyr
9109,8531408453657987390,308.15,101.0,Liquid,2,Cc1ccc(O)cc1,Solvent,0.7,,OCCO,Solvent,0.3,,,,,,,,,,1.0373400000000002,0.000215,,,10.1021/je050376y,tyr
9110,-2106595286252304854,308.15,101.0,Liquid,2,CO,Solvent,0.7001999999999999,,Cc1ccc(O)cc1,Solvent,0.2998,,,,,,,,,,0.9145300000000002,0.00019,,,10.1021/je050376y,tyr
9111,2853026269203927485,308.15,101.0,Liquid,2,CO,Solvent,0.5001,,Cc1ccc(O)cc1,Solvent,0.4999,,,,,,,,,,0.9615900000000004,0.000185,,,10.1021/je050376y,tyr
9112,4893753291138919310,308.15,101.0,Liquid,2,CO,Solvent,0.1999999999999999,,Cc1ccc(O)cc1,Solvent,0.8,,,,,,,,,,1.0035300000000005,0.000205,,,10.1021/je050376y,tyr
155,2286441867127822001,298.15,101.325,Liquid,1,CC(=O)O,Solvent,1.0,,,,,,,,,,,,,,1.0441200000000002,0.005,,,10.1021/acs.jced.6b00112,asp
2355,6751891053719503232,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.2458,,OCCO,Solvent,0.7542,,,,,,-0.0249,0.00125,,,,,,,10.1016/j.fluid.2007.05.030,asp
2356,1126478101423419789,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.4944,,OCCO,Solvent,0.5056,,,,,,-0.0633,0.00165,,,,,,,10.1016/j.fluid.2007.05.030,asp
2357,8657663576389378085,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.7458,,OCCO,Solvent,0.2542,,,,,,0.0279,0.0013,,,,,,,10.1016/j.fluid.2007.05.030,asp
4190,4109618572321915955,313.15,101.0,Liquid,2,CC(=O)O,Solvent,0.7049000000000001,,CCCO,Solvent,0.2951,,,,,,0.389,0.012,,,,,,,10.1016/j.fluid.2014.08.022,asp
4191,-5756221471962952131,313.15,101.0,Liquid,2,CC(=O)O,Solvent,0.5005,,CCCO,Solvent,0.4995,,,,,,0.393,0.012,,,,,,,10.1016/j.fluid.2014.08.022,asp
4192,-697336204551117289,313.15,101.0,Liquid,2,CC(=O)O,Solvent,0.2008999999999999,,CCCO,Solvent,0.7991,,,,,,0.237,0.007,,,,,,,10.1016/j.fluid.2014.08.022,asp
4193,-3139123728479444664,313.15,101.0,Liquid,2,CC(=O)O,Solvent,0.7004,,CCCOC(C)=O,Solvent,0.2996,,,,,,-0.016,0.00065,,,,,,,10.1016/j.fluid.2014.08.022,asp
4194,-338340152131315598,313.15,101.0,Liquid,2,CC(=O)O,Solvent,0.5003,,CCCOC(C)=O,Solvent,0.4997,,,,,,0.0139,0.0006,,,,,,,10.1016/j.fluid.2014.08.022,asp
4195,-676773390224362286,313.15,101.0,Liquid,2,CC(=O)O,Solvent,0.2007999999999999,,CCCOC(C)=O,Solvent,0.7992,,,,,,0.0406,0.0013,,,,,,,10.1016/j.fluid.2014.08.022,asp
4199,-2444001846356765538,298.15,100.0,Liquid,2,CC#N,Solvent,0.7995,,CC(=O)O,Solvent,0.2005,,,,,,,,,,0.8381400000000002,0.000465,,,10.1016/j.jct.2016.03.019,asp
4200,3420453001002311118,298.15,100.0,Liquid,2,CC#N,Solvent,0.4903999999999999,,CC(=O)O,Solvent,0.5096,,,,,,,,,,0.9253,0.000465,,,10.1016/j.jct.2016.03.019,asp
4201,-8132794709980212491,298.15,100.0,Liquid,2,CC#N,Solvent,0.2947999999999999,,CC(=O)O,Solvent,0.7052,,,,,,,,,,0.9753000000000002,0.000465,,,10.1016/j.jct.2016.03.019,asp
4936,3435716957321259970,298.15,100.0,Liquid,2,CC(=O)O,Solvent,0.7963,,Cc1ccccc1,Solvent,0.2037,,,,,,,,,,0.9780000000000002,0.002,,,10.1016/j.jct.2017.07.035,asp
4937,-2192684744861590521,298.15,100.0,Liquid,2,CC(=O)O,Solvent,0.5059,,Cc1ccccc1,Solvent,0.4941,,,,,,,,,,0.9190000000000004,0.002,,,10.1016/j.jct.2017.07.035,asp
4938,216509836418985597,298.15,100.0,Liquid,2,CC(=O)O,Solvent,0.2065,,Cc1ccccc1,Solvent,0.7935,,,,,,,,,,0.8810000000000002,0.002,,,10.1016/j.jct.2017.07.035,asp
4939,-3087387850735966586,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.2053,,CC(=O)O,Solvent,0.7947,,,,,,,,,,0.9400000000000002,0.002,,,10.1016/j.jct.2017.07.035,asp
4940,-6633829918778408882,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.4908,,CC(=O)O,Solvent,0.5092,,,,,,,,,,0.8540000000000002,0.002,,,10.1016/j.jct.2017.07.035,asp
4941,391487070753370719,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.7919,,CC(=O)O,Solvent,0.2080999999999999,,,,,,,,,,0.7990000000000002,0.002,,,10.1016/j.jct.2017.07.035,asp
6243,-3200130647348364067,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.2944,,CCOC(C)=O,Solvent,0.7056,,,,,,,,,,0.9255000000000002,0.00016,,,10.1021/je0342825,asp
6244,-8269257602739362497,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.5007,,CCOC(C)=O,Solvent,0.4992999999999999,,,,,,,,,,0.9514000000000002,0.00018,,,10.1021/je0342825,asp
6245,-6988758910652132801,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.7989,,CCOC(C)=O,Solvent,0.2010999999999999,,,,,,,,,,0.9996600000000002,0.000225,,,10.1021/je0342825,asp
6246,7247727817651710672,298.15,100.0,Liquid,2,CC(=O)O,Solvent,0.5,,CCOC(C)=O,Solvent,0.5,,,,,,0.0,0.0005,,,,,,,10.1021/je200595b,asp
6247,-4514842304185357432,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.3007,,COC(C)=O,Solvent,0.6993,,,,,,,,,,0.9575800000000004,0.00026,,,10.1021/je0342825,asp
6248,-591350393623619940,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.4937,,COC(C)=O,Solvent,0.5063,,,,,,,,,,0.9784000000000002,0.00026,,,10.1021/je0342825,asp
6249,-5375404882263547539,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.7943,,COC(C)=O,Solvent,0.2057,,,,,,,,,,1.0150500000000002,0.00027,,,10.1021/je0342825,asp
6250,-5683897823364718591,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.2971,,CCO,Solvent,0.7029000000000001,,,,,,,,,,0.8668600000000002,0.000195,,,10.1021/je0342825,asp
6251,6144773740644343016,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.4961,,CCO,Solvent,0.5039,,,,,,,,,,0.9199600000000002,0.0002,,,10.1021/je0342825,asp
6252,-5626793469812917367,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.7031,,CCO,Solvent,0.2969,,,,,,,,,,0.97355,0.00021,,,10.1021/je0342825,asp
6253,979431272907395905,298.15,100.0,Liquid,2,CC(=O)O,Solvent,0.5,,CCO,Solvent,0.5,,,,,,0.0,0.0005,,,,,,,10.1021/je200595b,asp
6254,-777480254491460565,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.2016,,CO,Solvent,0.7984,,,,,,,,,,0.8627100000000002,0.00019,,,10.1021/je0342825,asp
6255,-6072846040177789782,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.4992,,CO,Solvent,0.5008,,,,,,,,,,0.9511600000000002,0.00019,,,10.1021/je0342825,asp
6256,-7757977600737693061,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.7969,,CO,Solvent,0.2030999999999999,,,,,,,,,,1.0147200000000005,0.00023,,,10.1021/je0342825,asp
6257,-8926125516613584543,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.5012,,O,Solvent,0.4988,,,,,,,,,,1.0647700000000002,0.000185,,,10.1021/je0342825,asp
6258,-8516770459921636296,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.7004,,O,Solvent,0.2996,,,,,,,,,,1.0612200000000005,0.000225,,,10.1021/je0342825,asp
6259,-2865610477956703578,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.2288,,O,Solvent,0.7712,,,,,,,,,,1.0524600000000004,0.000215,,,10.1021/je060084c,asp
6288,-5799760925185375963,298.15,100.0,Liquid,2,CC(=O)O,Solvent,0.75,,CC(=O)OC(C)=O,Solvent,0.25,,,,,,0.217,0.0055,,,,,,,10.1021/je200595b,asp
6289,7431476778190729243,298.15,100.0,Liquid,2,CC(=O)O,Solvent,0.5,,CC(=O)OC(C)=O,Solvent,0.5,,,,,,0.356,0.009,,,,,,,10.1021/je200595b,asp
6290,-2400666031254852395,298.15,100.0,Liquid,2,CC(=O)O,Solvent,0.25,,CC(=O)OC(C)=O,Solvent,0.75,,,,,,0.317,0.008,,,,,,,10.1021/je200595b,asp
6291,8117742571297747833,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.2,,CC(=O)OC(C)=O,Solvent,0.8,,,,,,,,,,1.0711800000000002,0.000665,,,10.1021/je8003782,asp
6292,460100342429639918,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.4999,,CC(=O)OC(C)=O,Solvent,0.5001,,,,,,,,,,1.0636600000000005,0.00056,,,10.1021/je8003782,asp
6293,-2631398730743441986,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.8004,,CC(=O)OC(C)=O,Solvent,0.1996,,,,,,,,,,1.0534100000000004,0.00047,,,10.1021/je8003782,asp
6649,5571079067647913921,303.15,101.0,Liquid,2,CC(=O)O,Solvent,0.2009,,CN(C)C=O,Solvent,0.7991,,,,,,,,,,0.96118,0.00019,,,10.1021/je700755t,asp
6650,518742248219357033,303.15,101.0,Liquid,2,CC(=O)O,Solvent,0.5014,,CN(C)C=O,Solvent,0.4986,,,,,,,,,,0.9963300000000004,0.000145,,,10.1021/je700755t,asp
6651,992750714008887087,303.15,101.0,Liquid,2,CC(=O)O,Solvent,0.7011,,CN(C)C=O,Solvent,0.2989,,,,,,,,,,1.01812,0.00017,,,10.1021/je700755t,asp
6867,1320480541925163608,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.2405,,CC(C)CO,Solvent,0.7595000000000001,,,,,,,,,,0.8386900000000003,9.500000000000002e-05,,,10.1021/je201102x,asp
6868,3260536694673766979,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.4803,,CC(C)CO,Solvent,0.5197,,,,,,,,,,0.8882700000000002,7.000000000000002e-05,,,10.1021/je201102x,asp
6869,-7599139551798052996,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.7199,,CC(C)CO,Solvent,0.2801,,,,,,,,,,0.94979,5.0000000000000016e-05,,,10.1021/je201102x,asp
6870,7486625250452717554,293.15,101.0,Liquid,2,CC(=O)O,Solvent,0.2361,,CCC(C)(C)O,Solvent,0.7639,,,,,,,,,,0.8380100000000001,6.0000000000000015e-05,,,10.1021/je201102x,asp
6871,-9120013554464250395,293.15,101.0,Liquid,2,CC(=O)O,Solvent,0.4798,,CCC(C)(C)O,Solvent,0.5202,,,,,,,,,,0.8828000000000001,5.5000000000000016e-05,,,10.1021/je201102x,asp
6872,-6690501719383557953,293.15,101.0,Liquid,2,CC(=O)O,Solvent,0.7195,,CCC(C)(C)O,Solvent,0.2804999999999999,,,,,,,,,,0.9418300000000004,4.500000000000001e-05,,,10.1021/je201102x,asp
7761,-8320277232819745537,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.2833,,Cc1cccc(C)c1,Solvent,0.7167,,,,,,,,,,0.8840000000000002,0.000155,,,10.1021/je201211f,asp
7762,8627541216930573431,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.4801,,Cc1cccc(C)c1,Solvent,0.5199,,,,,,,,,,0.9078800000000002,0.00015,,,10.1021/je201211f,asp
7763,2621251106932328471,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.7214,,Cc1cccc(C)c1,Solvent,0.2785999999999999,,,,,,,,,,0.9510800000000004,0.00015,,,10.1021/je201211f,asp
7764,-8120532398861172222,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.2399,,Cc1ccccc1C,Solvent,0.7601,,,,,,,,,,0.8937400000000002,0.000155,,,10.1021/je201211f,asp
7765,7552478377549799374,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.479,,Cc1ccccc1C,Solvent,0.521,,,,,,,,,,0.9197000000000004,0.00015,,,10.1021/je201211f,asp
7766,-32128366957530246,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.7184,,Cc1ccccc1C,Solvent,0.2815999999999999,,,,,,,,,,0.9589200000000002,0.00015,,,10.1021/je201211f,asp
7767,7901430616286709718,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.2466,,Cc1ccc(C)cc1,Solvent,0.7534,,,,,,,,,,0.8774000000000002,0.00016,,,10.1021/je201211f,asp
7768,7065450325955112368,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.4717,,Cc1ccc(C)cc1,Solvent,0.5283,,,,,,,,,,0.90417,0.000155,,,10.1021/je201211f,asp
7769,4721937366494279772,298.15,101.0,Liquid,2,CC(=O)O,Solvent,0.7299,,Cc1ccc(C)cc1,Solvent,0.2701,,,,,,,,,,0.9517800000000002,0.00015,,,10.1021/je201211f,asp
8836,-5528061463326826054,298.15,101.0,Liquid,2,C1N2CN3CN1CN(C2)C3,Solvent,0.15,,CC(=O)O,Solvent,0.85,,,,,,,,,,1.1061800000000004,0.00119,,,10.1021/je8003782,asp
